CH1,CH2,CH3
1.592e-07,0.98,0.14
1.596e-07,0.96,0.16
1.6e-07,0.96,0.14
1.604e-07,0.96,0.14
1.608e-07,0.96,0.12
1.612e-07,0.96,0.12
1.616e-07,0.96,0.12
1.62e-07,0.96,0.12
1.624e-07,0.96,0.14
1.628e-07,0.94,0.14
1.632e-07,0.94,0.16
1.636e-07,0.94,0.14
1.64e-07,0.94,0.14
1.644e-07,0.96,0.14
1.648e-07,0.96,0.12
1.652e-07,0.96,0.14
1.656e-07,0.94,0.14
1.66e-07,0.94,0.14
1.664e-07,0.94,0.16
1.668e-07,0.94,0.16
1.672e-07,0.94,0.16
1.676e-07,0.94,0.18
1.68e-07,0.94,0.18
1.684e-07,0.94,0.18
1.688e-07,0.94,0.16
1.692e-07,0.94,0.16
1.696e-07,0.96,0.14
1.7e-07,0.96,0.14
1.704e-07,0.96,0.16
1.708e-07,0.94,0.16
1.712e-07,0.94,0.18
1.716e-07,0.94,0.2
1.72e-07,0.92,0.2
1.724e-07,0.94,0.2
1.728e-07,0.94,0.18
1.732e-07,0.94,0.18
1.736e-07,0.94,0.18
1.74e-07,0.94,0.18
1.744e-07,0.94,0.2
1.748e-07,0.94,0.2
1.752e-07,0.94,0.2
1.756e-07,0.94,0.2
1.76e-07,0.94,0.2
1.764e-07,0.94,0.22
1.768e-07,0.92,0.2
1.772e-07,0.94,0.2
1.776e-07,0.94,0.2
1.78e-07,0.94,0.2
1.784e-07,0.96,0.22
1.788e-07,0.96,0.22
1.792e-07,0.98,0.22
1.796e-07,0.96,0.24
1.8e-07,0.96,0.24
1.804e-07,0.96,0.24
1.808e-07,0.96,0.22
1.812e-07,0.96,0.22
1.816e-07,0.98,0.22
1.82e-07,0.98,0.2
1.824e-07,0.98,0.22
1.828e-07,0.96,0.22
1.832e-07,0.96,0.22
1.836e-07,0.94,0.24
1.84e-07,0.94,0.24
1.844e-07,0.94,0.24
1.848e-07,0.94,0.24
1.852e-07,0.96,0.24
1.856e-07,0.98,0.26
1.86e-07,0.98,0.26
1.864e-07,0.98,0.28
1.868e-07,0.96,0.26
1.872e-07,0.94,0.26
1.876e-07,0.94,0.26
1.88e-07,0.94,0.26
1.884e-07,0.96,0.26
1.888e-07,0.96,0.26
1.892e-07,0.96,0.26
1.896e-07,0.96,0.26
1.9e-07,0.96,0.26
1.904e-07,0.96,0.28
1.908e-07,0.96,0.26
1.912e-07,0.96,0.26
1.916e-07,0.96,0.26
1.92e-07,0.96,0.24
1.924e-07,0.96,0.26
1.928e-07,0.96,0.26
1.932e-07,0.96,0.26
1.936e-07,0.96,0.26
1.94e-07,0.96,0.26
1.944e-07,0.96,0.26
1.948e-07,0.96,0.26
1.952e-07,0.96,0.26
1.956e-07,0.96,0.26
1.96e-07,0.96,0.26
1.964e-07,0.96,0.26
1.968e-07,0.94,0.26
1.972e-07,0.94,0.26
1.976e-07,0.94,0.28
1.98e-07,0.94,0.28
1.984e-07,0.96,0.28
1.988e-07,0.96,0.28
1.992e-07,0.96,0.28
1.996e-07,0.96,0.28
2e-07,0.96,0.28
2.004e-07,0.96,0.3
2.008e-07,0.96,0.3
2.012e-07,0.96,0.3
2.016e-07,0.98,0.3
2.02e-07,0.96,0.3
2.024e-07,0.96,0.3
2.028e-07,0.94,0.3
2.032e-07,0.94,0.3
2.036e-07,0.94,0.3
2.04e-07,0.94,0.3
2.044e-07,0.96,0.3
2.048e-07,0.96,0.28
2.052e-07,0.96,0.3
2.056e-07,0.96,0.3
2.06e-07,0.96,0.3
2.064e-07,0.96,0.32
2.068e-07,0.96,0.32
2.072e-07,0.96,0.32
2.076e-07,0.94,0.32
2.08e-07,0.94,0.32
2.084e-07,0.94,0.32
2.088e-07,0.94,0.32
2.092e-07,0.94,0.32
2.096e-07,0.96,0.32
2.1e-07,0.96,0.32
2.104e-07,0.96,0.32
2.108e-07,0.96,0.32
2.112e-07,0.96,0.32
2.116e-07,0.96,0.32
2.12e-07,0.96,0.32
2.124e-07,0.96,0.32
2.128e-07,0.96,0.32
2.132e-07,0.96,0.32
2.136e-07,0.96,0.34
2.14e-07,0.96,0.34
2.144e-07,0.98,0.34
2.148e-07,0.98,0.34
2.152e-07,0.98,0.34
2.156e-07,0.96,0.36
2.16e-07,0.96,0.36
2.164e-07,0.96,0.36
2.168e-07,0.96,0.34
2.172e-07,0.96,0.34
2.176e-07,0.96,0.34
2.18e-07,0.96,0.34
2.184e-07,0.96,0.36
2.188e-07,0.96,0.34
2.192e-07,0.96,0.34
2.196e-07,0.96,0.34
2.2e-07,0.96,0.34
2.204e-07,0.96,0.36
2.208e-07,0.96,0.36
2.212e-07,0.96,0.36
2.216e-07,0.96,0.36
2.22e-07,0.96,0.36
2.224e-07,0.98,0.38
2.228e-07,0.96,0.36
2.232e-07,0.96,0.36
2.236e-07,0.94,0.36
2.24e-07,0.94,0.36
2.244e-07,0.94,0.38
2.248e-07,0.94,0.38
2.252e-07,0.94,0.4
2.256e-07,0.96,0.38
2.26e-07,0.96,0.38
2.264e-07,0.96,0.38
2.268e-07,0.96,0.36
2.272e-07,0.96,0.38
2.276e-07,0.94,0.38
2.28e-07,0.94,0.38
2.284e-07,0.94,0.4
2.288e-07,0.94,0.4
2.292e-07,0.94,0.4
2.296e-07,0.94,0.38
2.3e-07,0.94,0.38
2.304e-07,0.94,0.38
2.308e-07,0.92,0.38
2.312e-07,0.94,0.38
2.316e-07,0.94,0.4
2.32e-07,0.96,0.4
2.324e-07,0.98,0.4
2.328e-07,0.98,0.38
2.332e-07,0.98,0.38
2.336e-07,0.96,0.38
2.34e-07,0.96,0.38
2.344e-07,0.96,0.4
2.348e-07,0.96,0.4
2.352e-07,0.96,0.4
2.356e-07,0.96,0.4
2.36e-07,0.96,0.4
2.364e-07,0.96,0.42
2.368e-07,0.94,0.42
2.372e-07,0.96,0.42
2.376e-07,0.96,0.42
2.38e-07,0.96,0.42
2.384e-07,0.98,0.42
2.388e-07,0.96,0.42
2.392e-07,0.96,0.42
2.396e-07,0.96,0.4
2.4e-07,0.96,0.4
2.404e-07,0.96,0.4
2.408e-07,0.96,0.4
2.412e-07,0.96,0.4
2.416e-07,0.96,0.42
2.42e-07,0.96,0.42
2.424e-07,0.96,0.44
2.428e-07,0.94,0.44
2.432e-07,0.94,0.44
2.436e-07,0.94,0.42
2.44e-07,0.94,0.42
2.444e-07,0.96,0.42
2.448e-07,0.96,0.42
2.452e-07,0.96,0.42
2.456e-07,0.96,0.42
2.46e-07,0.96,0.42
2.464e-07,0.96,0.42
2.468e-07,0.96,0.42
2.472e-07,0.96,0.42
2.476e-07,0.98,0.44
2.48e-07,0.98,0.44
2.484e-07,0.98,0.44
2.488e-07,0.96,0.42
2.492e-07,0.96,0.42
2.496e-07,0.96,0.42
2.5e-07,0.96,0.42
2.504e-07,0.96,0.44
2.508e-07,0.96,0.44
2.512e-07,0.96,0.44
2.516e-07,0.94,0.46
2.52e-07,0.94,0.46
2.524e-07,0.94,0.46
2.528e-07,0.92,0.46
2.532e-07,0.92,0.46
2.536e-07,0.94,0.46
2.54e-07,0.96,0.46
2.544e-07,0.98,0.48
2.548e-07,0.98,0.46
2.552e-07,0.98,0.46
2.556e-07,0.96,0.46
2.56e-07,0.94,0.46
2.564e-07,0.94,0.46
2.568e-07,0.94,0.46
2.572e-07,0.94,0.46
2.576e-07,0.96,0.46
2.58e-07,0.96,0.46
2.584e-07,0.96,0.46
2.588e-07,0.96,0.46
2.592e-07,0.96,0.46
2.596e-07,0.96,0.46
2.6e-07,0.96,0.46
2.604e-07,0.96,0.46
2.608e-07,0.96,0.44
2.612e-07,0.96,0.46
2.616e-07,0.96,0.46
2.62e-07,0.96,0.46
2.624e-07,0.98,0.48
2.628e-07,0.98,0.48
2.632e-07,0.98,0.48
2.636e-07,0.98,0.48
2.64e-07,0.98,0.48
2.644e-07,0.98,0.5
2.648e-07,0.96,0.48
2.652e-07,0.96,0.48
2.656e-07,0.96,0.48
2.66e-07,0.96,0.48
2.664e-07,0.98,0.5
2.668e-07,0.96,0.5
2.672e-07,0.96,0.5
2.676e-07,0.96,0.5
2.68e-07,0.96,0.5
2.684e-07,0.98,0.5
2.688e-07,0.98,0.5
2.692e-07,0.98,0.5
2.696e-07,0.96,0.5
2.7e-07,0.96,0.5
2.704e-07,0.96,0.52
2.708e-07,0.96,0.5
2.712e-07,0.96,0.5
2.716e-07,0.98,0.5
2.72e-07,0.98,0.48
2.724e-07,0.98,0.5
2.728e-07,0.96,0.5
2.732e-07,0.96,0.5
2.736e-07,0.96,0.5
2.74e-07,0.96,0.5
2.744e-07,0.98,0.5
2.748e-07,0.96,0.5
2.752e-07,0.96,0.5
2.756e-07,0.96,0.5
2.76e-07,0.96,0.5
2.764e-07,0.98,0.5
2.768e-07,0.98,0.5
2.772e-07,0.98,0.5
2.776e-07,0.98,0.52
2.78e-07,0.98,0.52
2.784e-07,0.98,0.52
2.788e-07,0.96,0.52
2.792e-07,0.96,0.52
2.796e-07,0.96,0.5
2.8e-07,0.96,0.5
2.804e-07,0.98,0.5
2.808e-07,0.98,0.48
2.812e-07,1,0.48
2.816e-07,1,0.5
2.82e-07,0.98,0.52
2.824e-07,0.98,0.54
2.828e-07,0.96,0.52
2.832e-07,0.96,0.52
2.836e-07,0.96,0.52
2.84e-07,0.96,0.52
2.844e-07,0.98,0.54
2.848e-07,0.96,0.54
2.852e-07,0.96,0.54
2.856e-07,0.96,0.52
2.86e-07,0.96,0.52
2.864e-07,0.98,0.52
2.868e-07,0.98,0.52
2.872e-07,0.98,0.52
2.876e-07,0.96,0.54
2.88e-07,0.96,0.54
2.884e-07,0.96,0.54
2.888e-07,0.94,0.52
2.892e-07,0.94,0.52
2.896e-07,0.94,0.52
2.9e-07,0.94,0.52
2.904e-07,0.96,0.54
2.908e-07,0.96,0.54
2.912e-07,0.98,0.54
2.916e-07,0.96,0.54
2.92e-07,0.96,0.54
2.924e-07,0.96,0.54
2.928e-07,0.96,0.54
2.932e-07,0.96,0.54
2.936e-07,0.96,0.54
2.94e-07,0.96,0.54
2.944e-07,0.96,0.56
2.948e-07,0.96,0.54
2.952e-07,0.96,0.54
2.956e-07,0.96,0.54
2.96e-07,0.96,0.54
2.964e-07,0.98,0.56
2.968e-07,0.98,0.56
2.972e-07,0.98,0.56
2.976e-07,0.98,0.56
2.98e-07,0.98,0.56
2.984e-07,0.98,0.56
2.988e-07,0.98,0.56
2.992e-07,0.98,0.56
2.996e-07,0.98,0.56
3e-07,0.98,0.56
3.004e-07,0.98,0.56
3.008e-07,0.98,0.54
3.012e-07,0.98,0.56
3.016e-07,0.98,0.56
3.02e-07,0.98,0.56
3.024e-07,0.98,0.58
3.028e-07,0.96,0.58
3.032e-07,0.98,0.58
3.036e-07,0.98,0.56
3.04e-07,0.98,0.56
3.044e-07,1,0.56
3.048e-07,0.98,0.56
3.052e-07,0.98,0.56
3.056e-07,0.98,0.56
3.06e-07,0.98,0.56
3.064e-07,0.98,0.56
3.068e-07,0.98,0.56
3.072e-07,0.98,0.56
3.076e-07,0.98,0.56
3.08e-07,0.98,0.56
3.084e-07,0.98,0.56
3.088e-07,0.96,0.56
3.092e-07,0.96,0.56
3.096e-07,0.96,0.56
3.1e-07,0.96,0.56
3.104e-07,0.98,0.56
3.108e-07,0.98,0.56
3.112e-07,0.98,0.56
3.116e-07,0.96,0.56
3.12e-07,0.96,0.56
3.124e-07,0.96,0.56
3.128e-07,0.96,0.56
3.132e-07,0.96,0.56
3.136e-07,0.98,0.56
3.14e-07,0.98,0.56
3.144e-07,0.98,0.56
3.148e-07,0.98,0.56
3.152e-07,0.98,0.56
3.156e-07,0.98,0.56
3.16e-07,0.98,0.56
3.164e-07,0.98,0.56
3.168e-07,0.98,0.56
3.172e-07,0.98,0.56
3.176e-07,0.98,0.56
3.18e-07,0.98,0.56
3.184e-07,0.98,0.56
3.188e-07,0.98,0.56
3.192e-07,0.98,0.56
3.196e-07,0.98,0.58
3.2e-07,0.98,0.58
3.204e-07,0.98,0.58
3.208e-07,0.96,0.58
3.212e-07,0.96,0.58
3.216e-07,0.96,0.6
3.22e-07,0.94,0.6
3.224e-07,0.96,0.6
3.228e-07,0.96,0.58
3.232e-07,0.96,0.56
3.236e-07,0.98,0.54
3.24e-07,0.98,0.54
3.244e-07,0.98,0.56
3.248e-07,0.96,0.56
3.252e-07,0.96,0.56
3.256e-07,0.96,0.58
3.26e-07,0.96,0.58
3.264e-07,0.96,0.58
3.268e-07,0.96,0.58
3.272e-07,0.96,0.58
3.276e-07,0.96,0.58
3.28e-07,0.96,0.58
3.284e-07,0.98,0.58
3.288e-07,0.98,0.58
3.292e-07,0.98,0.58
3.296e-07,0.98,0.58
3.3e-07,0.98,0.58
3.304e-07,0.98,0.58
3.308e-07,0.96,0.58
3.312e-07,0.96,0.58
3.316e-07,0.96,0.58
3.32e-07,0.94,0.58
3.324e-07,0.96,0.58
3.328e-07,0.96,0.58
3.332e-07,0.96,0.58
3.336e-07,0.98,0.58
3.34e-07,0.98,0.58
3.344e-07,0.98,0.58
3.348e-07,0.98,0.56
3.352e-07,0.98,0.56
3.356e-07,0.98,0.56
3.36e-07,0.98,0.56
3.364e-07,0.98,0.58
3.368e-07,0.98,0.58
3.372e-07,0.98,0.6
3.376e-07,0.96,0.58
3.38e-07,0.96,0.58
3.384e-07,0.96,0.58
3.388e-07,0.94,0.56
3.392e-07,0.96,0.58
3.396e-07,0.96,0.58
3.4e-07,0.96,0.58
3.404e-07,0.98,0.6
3.408e-07,0.98,0.6
3.412e-07,0.98,0.6
3.416e-07,0.98,0.6
3.42e-07,0.98,0.6
3.424e-07,0.98,0.6
3.428e-07,0.98,0.6
3.432e-07,0.98,0.6
3.436e-07,0.96,0.58
3.44e-07,0.96,0.56
3.444e-07,0.96,0.56
3.448e-07,0.96,0.56
3.452e-07,0.96,0.56
3.456e-07,0.96,0.58
3.46e-07,0.96,0.58
3.464e-07,0.96,0.58
3.468e-07,0.96,0.58
3.472e-07,0.96,0.58
3.476e-07,0.98,0.56
3.48e-07,0.98,0.56
3.484e-07,1,0.56
3.488e-07,0.98,0.54
3.492e-07,0.98,0.54
3.496e-07,0.98,0.56
3.5e-07,0.98,0.58
3.504e-07,0.98,0.6
3.508e-07,0.98,0.6
3.512e-07,0.98,0.6
3.516e-07,0.98,0.6
3.52e-07,0.98,0.6
3.524e-07,0.98,0.6
3.528e-07,0.98,0.58
3.532e-07,0.98,0.58
3.536e-07,0.96,0.58
3.54e-07,0.96,0.58
3.544e-07,0.96,0.58
3.548e-07,0.96,0.56
3.552e-07,0.96,0.56
3.556e-07,0.96,0.56
3.56e-07,0.96,0.56
3.564e-07,0.96,0.58
3.568e-07,0.96,0.58
3.572e-07,0.96,0.58
3.576e-07,0.96,0.56
3.58e-07,0.96,0.56
3.584e-07,0.96,0.56
3.588e-07,0.96,0.56
3.592e-07,0.96,0.56
3.596e-07,0.98,0.58
3.6e-07,0.96,0.58
3.604e-07,0.96,0.6
3.608e-07,0.94,0.58
3.612e-07,0.94,0.58
3.616e-07,0.94,0.58
3.62e-07,0.94,0.58
3.624e-07,0.96,0.6
3.628e-07,0.94,0.6
3.632e-07,0.94,0.6
3.636e-07,0.94,0.58
3.64e-07,0.94,0.58
3.644e-07,0.96,0.58
3.648e-07,0.96,0.58
3.652e-07,0.96,0.58
3.656e-07,0.94,0.56
3.66e-07,0.94,0.56
3.664e-07,0.94,0.56
3.668e-07,0.94,0.56
3.672e-07,0.96,0.56
3.676e-07,0.98,0.58
3.68e-07,0.98,0.58
3.684e-07,0.98,0.58
3.688e-07,0.96,0.58
3.692e-07,0.96,0.58
3.696e-07,0.96,0.6
3.7e-07,0.94,0.6
3.704e-07,0.96,0.6
3.708e-07,0.96,0.58
3.712e-07,0.96,0.58
3.716e-07,0.98,0.58
3.72e-07,0.98,0.58
3.724e-07,0.98,0.6
3.728e-07,0.98,0.58
3.732e-07,0.98,0.58
3.736e-07,0.98,0.58
3.74e-07,0.98,0.58
3.744e-07,0.98,0.58
3.748e-07,0.96,0.56
3.752e-07,0.96,0.56
3.756e-07,0.96,0.56
3.76e-07,0.96,0.54
3.764e-07,0.98,0.56
3.768e-07,0.98,0.56
3.772e-07,1,0.56
3.776e-07,1,0.58
3.78e-07,0.98,0.58
3.784e-07,0.98,0.6
3.788e-07,0.96,0.58
3.792e-07,0.96,0.58
3.796e-07,0.96,0.58
3.8e-07,0.96,0.58
3.804e-07,0.98,0.58
3.808e-07,0.96,0.58
3.812e-07,0.96,0.58
3.816e-07,0.96,0.58
3.82e-07,0.96,0.58
3.824e-07,0.96,0.58
3.828e-07,0.96,0.58
3.832e-07,0.96,0.58
3.836e-07,0.96,0.58
3.84e-07,0.96,0.58
3.844e-07,0.96,0.58
3.848e-07,0.96,0.56
3.852e-07,0.96,0.56
3.856e-07,0.96,0.56
3.86e-07,0.96,0.56
3.864e-07,0.96,0.56
3.868e-07,0.96,0.56
3.872e-07,0.96,0.56
3.876e-07,0.98,0.56
3.88e-07,0.96,0.56
3.884e-07,0.96,0.56
3.888e-07,0.94,0.56
3.892e-07,0.94,0.56
3.896e-07,0.94,0.58
3.9e-07,0.96,0.58
3.904e-07,0.98,0.58
3.908e-07,0.96,0.56
3.912e-07,0.96,0.56
3.916e-07,0.96,0.54
3.92e-07,0.96,0.54
3.924e-07,0.96,0.56
3.928e-07,0.96,0.56
3.932e-07,0.96,0.58
3.936e-07,0.96,0.6
3.94e-07,0.96,0.58
3.944e-07,0.98,0.58
3.948e-07,0.98,0.56
3.952e-07,0.98,0.58
3.956e-07,0.96,0.58
3.96e-07,0.96,0.58
3.964e-07,0.96,0.6
3.968e-07,0.96,0.58
3.972e-07,0.96,0.58
3.976e-07,0.98,0.58
3.98e-07,0.98,0.58
3.984e-07,0.98,0.6
3.988e-07,0.98,0.58
3.992e-07,0.98,0.58
3.996e-07,0.98,0.56
4e-07,0.98,0.56
4.004e-07,0.98,0.56
4.008e-07,0.96,0.56
4.012e-07,0.96,0.56
4.016e-07,0.96,0.58
4.02e-07,0.96,0.58
4.024e-07,0.98,0.6
4.028e-07,0.98,0.58
4.032e-07,0.98,0.58
4.036e-07,0.96,0.58
4.04e-07,0.94,0.58
4.044e-07,0.94,0.6
4.048e-07,0.94,0.58
4.052e-07,0.94,0.58
4.056e-07,0.96,0.58
4.06e-07,0.96,0.58
4.064e-07,0.98,0.58
4.068e-07,0.96,0.58
4.072e-07,0.96,0.58
4.076e-07,0.96,0.56
4.08e-07,0.96,0.56
4.084e-07,0.96,0.56
4.088e-07,0.96,0.54
4.092e-07,0.96,0.56
4.096e-07,0.96,0.56
4.1e-07,0.96,0.56
4.104e-07,0.96,0.58
4.108e-07,0.96,0.58
4.112e-07,0.96,0.58
4.116e-07,0.96,0.56
4.12e-07,0.96,0.56
4.124e-07,0.96,0.56
4.128e-07,0.96,0.54
4.132e-07,0.96,0.56
4.136e-07,0.96,0.56
4.14e-07,0.96,0.56
4.144e-07,0.96,0.58
4.148e-07,0.96,0.58
4.152e-07,0.96,0.58
4.156e-07,0.98,0.56
4.16e-07,0.98,0.56
4.164e-07,0.98,0.56
4.168e-07,0.98,0.56
4.172e-07,0.98,0.56
4.176e-07,0.96,0.56
4.18e-07,0.96,0.56
4.184e-07,0.96,0.56
4.188e-07,0.96,0.56
4.192e-07,0.96,0.56
4.196e-07,0.96,0.58
4.2e-07,0.96,0.58
4.204e-07,0.96,0.58
4.208e-07,0.96,0.58
4.212e-07,0.96,0.58
4.216e-07,0.96,0.56
4.22e-07,0.96,0.56
4.224e-07,0.96,0.56
4.228e-07,0.96,0.56
4.232e-07,0.96,0.56
4.236e-07,0.96,0.58
4.24e-07,0.96,0.58
4.244e-07,0.96,0.6
4.248e-07,0.94,0.58
4.252e-07,0.96,0.58
4.256e-07,0.96,0.58
4.26e-07,0.96,0.58
4.264e-07,0.98,0.58
4.268e-07,0.96,0.58
4.272e-07,0.96,0.58
4.276e-07,0.96,0.58
4.28e-07,0.94,0.58
4.284e-07,0.96,0.58
4.288e-07,0.96,0.56
4.292e-07,0.96,0.56
4.296e-07,0.98,0.56
4.3e-07,0.98,0.54
4.304e-07,0.98,0.56
4.308e-07,0.96,0.56
4.312e-07,0.96,0.56
4.316e-07,0.94,0.56
4.32e-07,0.94,0.56
4.324e-07,0.94,0.56
4.328e-07,0.94,0.54
4.332e-07,0.94,0.56
4.336e-07,0.96,0.56
4.34e-07,0.96,0.56
4.344e-07,0.96,0.58
4.348e-07,0.96,0.56
4.352e-07,0.96,0.56
4.356e-07,0.98,0.56
4.36e-07,0.96,0.54
4.364e-07,0.96,0.56
4.368e-07,0.94,0.56
4.372e-07,0.94,0.56
4.376e-07,0.94,0.56
4.38e-07,0.94,0.56
4.384e-07,0.96,0.56
4.388e-07,0.96,0.56
4.392e-07,0.96,0.56
4.396e-07,0.96,0.56
4.4e-07,0.96,0.56
4.404e-07,0.98,0.56
4.408e-07,0.96,0.56
4.412e-07,0.96,0.56
4.416e-07,0.96,0.58
4.42e-07,0.96,0.58
4.424e-07,0.98,0.58
4.428e-07,0.96,0.58
4.432e-07,0.96,0.58
4.436e-07,0.96,0.58
4.44e-07,0.96,0.58
4.444e-07,0.96,0.58
4.448e-07,0.96,0.56
4.452e-07,0.96,0.56
4.456e-07,0.96,0.56
4.46e-07,0.96,0.56
4.464e-07,0.96,0.56
4.468e-07,0.96,0.56
4.472e-07,0.96,0.56
4.476e-07,0.96,0.56
4.48e-07,0.96,0.56
4.484e-07,0.98,0.58
4.488e-07,0.98,0.56
4.492e-07,0.98,0.56
4.496e-07,0.98,0.56
4.5e-07,0.98,0.54
4.504e-07,0.98,0.56
4.508e-07,0.98,0.56
4.512e-07,0.98,0.56
4.516e-07,0.98,0.58
4.52e-07,0.98,0.58
4.524e-07,0.98,0.58
4.528e-07,0.96,0.58
4.532e-07,0.96,0.58
4.536e-07,0.96,0.58
4.54e-07,0.96,0.58
4.544e-07,0.98,0.58
4.548e-07,0.98,0.58
4.552e-07,0.98,0.58
4.556e-07,0.98,0.58
4.56e-07,0.98,0.58
4.564e-07,1,0.6
4.568e-07,0.98,0.58
4.572e-07,0.98,0.58
4.576e-07,0.98,0.58
4.58e-07,0.98,0.58
4.584e-07,0.98,0.58
4.588e-07,0.98,0.58
4.592e-07,0.98,0.58
4.596e-07,0.98,0.58
4.6e-07,0.98,0.58
4.604e-07,0.98,0.58
4.608e-07,0.96,0.56
4.612e-07,0.96,0.56
4.616e-07,0.96,0.56
4.62e-07,0.94,0.56
4.624e-07,0.96,0.58
4.628e-07,0.96,0.58
4.632e-07,0.96,0.58
4.636e-07,0.98,0.58
4.64e-07,0.98,0.58
4.644e-07,0.98,0.58
4.648e-07,0.98,0.56
4.652e-07,0.98,0.56
4.656e-07,0.98,0.56
4.66e-07,0.98,0.56
4.664e-07,0.98,0.58
4.668e-07,0.98,0.58
4.672e-07,0.98,0.58
4.676e-07,0.98,0.58
4.68e-07,0.98,0.58
4.684e-07,0.98,0.58
4.688e-07,0.98,0.58
4.692e-07,0.98,0.58
4.696e-07,0.96,0.58
4.7e-07,0.96,0.58
4.704e-07,0.96,0.58
4.708e-07,0.94,0.58
4.712e-07,0.96,0.58
4.716e-07,0.96,0.58
4.72e-07,0.96,0.58
4.724e-07,0.98,0.58
4.728e-07,0.98,0.58
4.732e-07,0.98,0.58
4.736e-07,0.96,0.56
4.74e-07,0.96,0.56
4.744e-07,0.96,0.56
4.748e-07,0.96,0.54
4.752e-07,0.96,0.56
4.756e-07,0.98,0.56
4.76e-07,0.98,0.56
4.764e-07,0.98,0.58
4.768e-07,0.98,0.58
4.772e-07,0.98,0.58
4.776e-07,0.96,0.58
4.78e-07,0.96,0.58
4.784e-07,0.96,0.58
4.788e-07,0.94,0.56
4.792e-07,0.96,0.56
4.796e-07,0.96,0.56
4.8e-07,0.96,0.56
4.804e-07,0.98,0.58
4.808e-07,0.98,0.58
4.812e-07,0.98,0.6
4.816e-07,0.96,0.58
4.82e-07,0.96,0.58
4.824e-07,0.96,0.58
4.828e-07,0.96,0.58
4.832e-07,0.96,0.58
4.836e-07,0.96,0.58
4.84e-07,0.96,0.58
4.844e-07,0.96,0.58
4.848e-07,0.96,0.58
4.852e-07,0.96,0.58
4.856e-07,0.96,0.58
4.86e-07,0.96,0.58
4.864e-07,0.96,0.58
4.868e-07,0.94,0.56
4.872e-07,0.96,0.56
4.876e-07,0.96,0.56
4.88e-07,0.96,0.56
4.884e-07,0.98,0.58
4.888e-07,0.96,0.58
4.892e-07,0.96,0.58
4.896e-07,0.96,0.56
4.9e-07,0.96,0.56
4.904e-07,0.98,0.56
4.908e-07,0.96,0.56
4.912e-07,0.96,0.56
4.916e-07,0.96,0.56
4.92e-07,0.96,0.56
4.924e-07,0.98,0.56
4.928e-07,0.98,0.56
4.932e-07,0.98,0.56
4.936e-07,0.98,0.56
4.94e-07,0.98,0.56
4.944e-07,0.98,0.56
4.948e-07,0.96,0.56
4.952e-07,0.96,0.56
4.956e-07,0.96,0.56
4.96e-07,0.94,0.56
4.964e-07,0.96,0.56
4.968e-07,0.96,0.56
4.972e-07,0.96,0.56
4.976e-07,0.98,0.58
4.98e-07,0.98,0.58
4.984e-07,1,0.58
4.988e-07,0.98,0.56
4.992e-07,0.98,0.56
4.996e-07,0.98,0.56
